キャンペーンのパフォーマンス
2021年1月1日 - 2026年6月15日
日,キャンペーン,クリック数,表示回数,クリック率,通貨コード,平均クリック単価,費用,コンバージョン,コンバージョン率,コンバージョン単価,すべてのコンバージョン,すべてのコンバージョン値,検索広告の最上部インプレッション シェア,検索広告の上部インプレッション シェア,検索広告のインプレッション シェア,検索広告の IS 損失率（ランク）,検索広告の IS 損失率（予算）
2025-09-17,NEW［不動産］リースバック,25,394,6.35%,JPY,1739,43469,1.00,4.00%,43469,1.00,"1,000.00",< 10 %,21.85%,31.10%,57.74%,11.15%
2025-09-18,NEW［不動産］リースバック,22,400,5.50%,JPY,2967,65265,2.00,9.09%,32632,2.00,"2,000.00",< 10 %,22.06%,32.60%,45.15%,22.25%
2025-09-19,NEW［不動産］リースバック,21,447,4.70%,JPY,1858,39013,3.00,14.29%,13004,3.00,"3,000.00",< 10 %,31.14%,41.94%,50.55%,7.51%
2025-09-20,NEW［不動産］リースバック,22,320,6.88%,JPY,2880,63366,0.00,0.00%,0,0.00,0.00,< 10 %,38.94%,49.68%,28.57%,21.75%
2025-09-21,NEW［不動産］リースバック,16,189,8.47%,JPY,3293,52682,1.00,6.25%,52682,1.00,"1,000.00",< 10 %,23.20%,31.16%,14.19%,54.65%
2025-09-22,NEW［不動産］リースバック,25,368,6.79%,JPY,1983,49583,1.00,4.00%,49583,1.00,"1,000.00",< 10 %,25.51%,40.00%,8.33%,51.67%
2025-09-23,NEW［不動産］リースバック,29,353,8.22%,JPY,1645,47710,0.00,0.00%,0,0.00,0.00,< 10 %,32.45%,41.89%,31.89%,26.23%
2025-09-24,NEW［不動産］リースバック,13,249,5.22%,JPY,3069,39900,0.00,0.00%,0,0.00,0.00,< 10 %,33.75%,47.25%,30.25%,22.50%
2025-09-25,NEW［不動産］リースバック,32,312,10.26%,JPY,2599,83173,3.00,9.38%,27724,3.00,"3,000.00",< 10 %,27.09%,35.77%,15.07%,49.16%
2025-09-26,NEW［不動産］リースバック,38,434,8.76%,JPY,2173,82567,1.00,2.63%,82567,2.00,"1,000.00",< 10 %,40.03%,49.37%,23.42%,27.22%
2025-09-27,NEW［不動産］リースバック,36,523,6.88%,JPY,2002,72090,3.00,8.33%,24030,3.00,"3,000.00",12.85%,50.09%,61.63%,38.37%,0.00%
2025-09-28,NEW［不動産］リースバック,41,612,6.70%,JPY,1951,79992,1.00,2.44%,79992,1.00,"1,000.00",11.61%,52.36%,64.76%,35.24%,0.00%
2025-09-29,NEW［不動産］リースバック,38,482,7.88%,JPY,2310,87762,4.00,10.53%,21941,5.00,"4,000.00",< 10 %,29.50%,38.63%,33.75%,27.63%
2025-09-30,NEW［不動産］リースバック,38,477,7.97%,JPY,1955,74287,2.00,5.26%,37143,3.00,"2,000.00",< 10 %,29.41%,39.44%,21.89%,38.67%
2025-10-01,NEW［不動産］リースバック,36,573,6.28%,JPY,2185,78666,2.00,5.56%,39333,2.00,"2,000.00",10.68%,38.70%,47.76%,28.57%,23.67%
2025-10-02,NEW［不動産］リースバック,37,527,7.02%,JPY,2181,80700,4.00,10.81%,20175,4.00,"4,000.00",< 10 %,36.30%,46.04%,33.59%,20.36%
2025-10-03,NEW［不動産］リースバック,32,427,7.49%,JPY,3143,100568,1.00,3.13%,100568,1.00,"1,000.00",< 10 %,33.98%,42.21%,28.97%,28.83%
2025-10-04,NEW［不動産］リースバック,33,432,7.64%,JPY,1698,56043,1.00,3.03%,56043,2.00,"1,000.00",< 10 %,39.25%,52.83%,38.87%,8.30%
2025-10-05,NEW［不動産］リースバック,39,472,8.26%,JPY,2026,79029,2.00,5.13%,39515,2.00,"2,000.00",10.77%,45.49%,58.24%,41.54%,0.22%
2025-10-06,NEW［不動産］リースバック,26,408,6.37%,JPY,2400,62395,2.00,7.69%,31197,2.00,"2,000.00",< 10 %,34.93%,44.71%,29.90%,25.39%
2025-10-07,NEW［不動産］リースバック,26,450,5.78%,JPY,2196,57084,2.00,7.69%,28542,2.00,"2,000.00",< 10 %,29.89%,39.65%,40.52%,19.83%
2025-10-08,NEW［不動産］リースバック,36,545,6.61%,JPY,1600,57606,2.00,5.56%,28803,3.00,"2,000.00",< 10 %,38.02%,50.36%,49.07%,0.57%
2025-10-09,NEW［不動産］リースバック,23,527,4.36%,JPY,2593,59644,1.00,4.35%,59644,2.00,"1,000.00",< 10 %,32.07%,43.96%,41.38%,14.65%
2025-10-10,NEW［不動産］リースバック,24,336,7.14%,JPY,1906,45737,1.00,4.17%,45737,1.00,"1,000.00",< 10 %,26.09%,35.93%,50.08%,14.00%
2025-10-11,NEW［不動産］リースバック,29,317,9.15%,JPY,1691,49032,2.00,6.90%,24516,2.00,"2,000.00",< 10 %,32.20%,45.28%,25.47%,29.25%
2025-10-12,NEW［不動産］リースバック,41,352,11.65%,JPY,1184,48527,1.00,2.44%,48527,2.00,"1,000.00",< 10 %,36.82%,47.82%,32.00%,20.18%
2025-10-13,NEW［不動産］リースバック,29,276,10.51%,JPY,1697,49219,0.00,0.00%,0,0.00,0.00,< 10 %,37.09%,50.33%,18.60%,31.07%
2025-10-14,NEW［不動産］リースバック,31,360,8.61%,JPY,1581,49021,2.00,6.45%,24510,2.00,"2,000.00",< 10 %,26.82%,37.47%,20.19%,42.34%
2025-10-15,NEW［不動産］リースバック,26,299,8.70%,JPY,1884,48972,1.00,3.85%,48972,1.00,"1,000.00",< 10 %,23.21%,31.48%,22.28%,46.25%
2025-10-16,NEW［不動産］リースバック,24,357,6.72%,JPY,2020,48480,1.00,4.17%,48480,1.00,"1,000.00",< 10 %,28.34%,39.40%,32.74%,27.85%
2025-10-17,NEW［不動産］リースバック,23,348,6.61%,JPY,2347,53970,2.00,8.70%,26985,2.00,"2,000.00",< 10 %,25.76%,35.83%,38.89%,25.28%
2025-10-18,NEW［不動産］リースバック,15,211,7.11%,JPY,3207,48105,1.00,6.67%,48105,2.00,"1,000.00",< 10 %,21.69%,31.42%,27.39%,41.19%
2025-10-19,NEW［不動産］リースバック,15,182,8.24%,JPY,3089,46340,2.00,13.33%,23170,2.00,"2,000.00",< 10 %,23.66%,30.91%,24.32%,44.77%
2025-10-20,NEW［不動産］リースバック,30,633,4.74%,JPY,1300,39015,0.00,0.00%,0,0.00,0.00,< 10 %,34.85%,50.67%,49.33%,0.00%
2025-10-21,NEW［不動産］リースバック,31,611,5.07%,JPY,1957,60670,0.00,0.00%,0,0.00,0.00,< 10 %,33.11%,48.55%,41.71%,9.74%
2025-10-22,NEW［不動産］リースバック,25,358,6.98%,JPY,2106,52641,1.00,4.00%,52641,1.00,"1,000.00",< 10 %,27.60%,39.07%,32.56%,28.37%
2025-10-23,NEW［不動産］リースバック,39,741,5.26%,JPY,1416,55208,0.00,0.00%,0,0.00,0.00,< 10 %,17.11%,25.01%,25.92%,49.07%
2025-10-24,NEW［不動産］リースバック,24,241,9.96%,JPY,1719,41248,2.00,8.33%,20624,2.00,"2,000.00",< 10 %,26.77%,35.37%,46.46%,18.16%
2025-10-25,NEW［不動産］リースバック,19,334,5.69%,JPY,2533,48134,1.00,5.26%,48134,1.00,"1,000.00",< 10 %,35.24%,47.54%,34.82%,17.63%
2025-10-26,NEW［不動産］リースバック,18,294,6.12%,JPY,2014,36249,1.00,5.56%,36249,1.00,"1,000.00",< 10 %,28.63%,38.18%,49.46%,12.36%
2025-10-27,NEW［不動産］リースバック,18,305,5.90%,JPY,3565,64164,0.00,0.00%,0,0.00,0.00,< 10 %,28.23%,39.01%,53.66%,7.33%
2025-10-28,NEW［不動産］リースバック,15,238,6.30%,JPY,2419,36287,0.00,0.00%,0,0.00,0.00,< 10 %,35.22%,48.36%,50.75%,0.90%
2025-10-29,NEW［不動産］リースバック,4,102,3.92%,JPY,1146,4585,0.00,0.00%,0,0.00,0.00,< 10 %,16.48%,26.44%,73.56%,0.00%
2025-10-30,NEW［不動産］リースバック,9,223,4.04%,JPY,2051,18462,1.00,11.11%,18462,1.00,"1,000.00",< 10 %,27.03%,40.41%,59.59%,0.00%
2025-10-31,NEW［不動産］リースバック,11,225,4.89%,JPY,1392,15310,0.00,0.00%,0,0.00,0.00,< 10 %,28.75%,45.37%,54.63%,0.00%
2025-11-01,NEW［不動産］リースバック,19,299,6.35%,JPY,1364,25914,3.00,15.79%,8638,3.00,"3,000.00",< 10 %,31.84%,41.26%,58.74%,0.00%
2025-11-02,NEW［不動産］リースバック,5,215,2.33%,JPY,1296,6479,1.00,20.00%,6479,1.00,"1,000.00",< 10 %,27.10%,37.69%,62.31%,0.00%
2025-11-03,NEW［不動産］リースバック,3,150,2.00%,JPY,1466,4398,0.00,0.00%,0,0.00,0.00,< 10 %,32.57%,40.37%,59.63%,0.00%
2025-11-04,NEW［不動産］リースバック,19,271,7.01%,JPY,1565,29734,2.00,10.53%,14867,2.00,"2,000.00",< 10 %,30.90%,41.51%,58.49%,0.00%
2025-11-05,NEW［不動産］リースバック,12,285,4.21%,JPY,1744,20926,1.00,8.33%,20926,1.00,"1,000.00",< 10 %,23.06%,31.47%,68.53%,0.00%
2025-11-06,NEW［不動産］リースバック,42,"1,135",3.70%,JPY,2121,89089,0.00,0.00%,0,0.00,0.00,< 10 %,26.03%,38.72%,61.28%,0.00%
2025-11-07,NEW［不動産］リースバック,29,643,4.51%,JPY,1740,50464,2.00,6.90%,25232,2.00,"2,000.00",< 10 %,28.30%,41.30%,58.70%,0.00%
2025-11-08,NEW［不動産］リースバック,30,583,5.15%,JPY,2524,75707,2.00,6.67%,37854,2.00,"2,000.00",< 10 %,41.24%,49.93%,49.78%,0.29%
2025-11-09,NEW［不動産］リースバック,34,465,7.31%,JPY,1300,44206,0.00,0.00%,0,0.00,0.00,< 10 %,35.20%,50.00%,50.00%,0.00%
2025-11-10,NEW［不動産］リースバック,16,424,3.77%,JPY,1942,31065,0.00,0.00%,0,0.00,0.00,< 10 %,28.33%,40.14%,59.86%,0.00%
2025-11-11,NEW［不動産］リースバック,24,399,6.02%,JPY,1545,37076,2.00,8.33%,18538,2.00,"2,000.00",< 10 %,29.58%,38.34%,61.66%,0.00%
2025-11-12,NEW［不動産］リースバック,35,393,8.91%,JPY,2186,76498,2.00,5.71%,38249,2.00,"2,000.00",< 10 %,27.60%,34.54%,65.46%,0.00%
2025-11-13,NEW［不動産］リースバック,26,402,6.47%,JPY,2407,62583,2.00,7.69%,31292,2.00,"2,000.00",< 10 %,22.93%,29.75%,63.98%,6.26%
2025-11-14,NEW［不動産］リースバック,16,484,3.31%,JPY,3940,63046,3.00,18.75%,21015,4.00,"3,000.00",< 10 %,21.13%,27.04%,64.73%,8.24%
2025-11-15,NEW［不動産］リースバック,18,311,5.79%,JPY,2966,53381,0.00,0.00%,0,1.00,0.00,< 10 %,19.13%,23.97%,31.16%,44.87%
2025-11-16,NEW［不動産］リースバック,22,334,6.59%,JPY,2292,50430,0.00,0.00%,0,0.00,0.00,< 10 %,18.54%,25.12%,44.01%,30.87%
2025-11-17,NEW［不動産］リースバック,18,222,8.11%,JPY,2527,45484,1.00,5.56%,45484,1.00,"1,000.00",< 10 %,< 10 %,13.81%,33.61%,52.58%
2025-11-18,NEW［不動産］リースバック,15,364,4.12%,JPY,3007,45105,0.00,0.00%,0,0.00,0.00,< 10 %,23.35%,30.52%,43.35%,26.13%
2025-11-19,NEW［不動産］リースバック,22,368,5.98%,JPY,1821,40053,0.00,0.00%,0,0.00,0.00,< 10 %,24.97%,31.85%,59.62%,8.54%
2025-11-20,NEW［不動産］リースバック,21,433,4.85%,JPY,2152,45191,1.00,4.76%,45191,2.00,"1,000.00",< 10 %,22.37%,28.11%,71.89%,0.00%
2025-11-21,NEW［不動産］リースバック,30,400,7.50%,JPY,2061,61832,2.00,6.67%,30916,2.00,"2,000.00",< 10 %,20.45%,26.12%,66.46%,7.42%
2025-11-22,NEW［不動産］リースバック,30,300,10.00%,JPY,1659,49781,0.00,0.00%,0,0.00,0.00,< 10 %,25.07%,31.23%,45.89%,22.87%
2025-11-23,NEW［不動産］リースバック,12,274,4.38%,JPY,4761,57132,1.00,8.33%,57132,2.00,"1,000.00",< 10 %,18.08%,22.96%,62.02%,15.02%
2025-11-24,NEW［不動産］リースバック,16,356,4.49%,JPY,2078,33244,2.00,12.50%,16622,2.00,"2,000.00",< 10 %,22.65%,30.42%,69.58%,0.00%
2025-11-25,NEW［不動産］リースバック,12,439,2.73%,JPY,1815,21784,0.00,0.00%,0,0.00,0.00,< 10 %,19.90%,26.83%,73.17%,0.00%
2025-11-26,NEW［不動産］リースバック,17,429,3.96%,JPY,2414,41043,1.00,5.88%,41043,1.00,"1,000.00",< 10 %,22.00%,28.15%,71.85%,0.00%
2025-11-27,NEW［不動産］リースバック,36,531,6.78%,JPY,2065,74337,4.00,11.11%,18584,4.00,"4,000.00",< 10 %,26.63%,32.39%,67.61%,0.00%
2025-11-28,NEW［不動産］リースバック,19,430,4.42%,JPY,1728,32829,0.00,0.00%,0,0.00,0.00,< 10 %,22.89%,28.31%,71.69%,0.00%
2025-11-29,NEW［不動産］リースバック,22,412,5.34%,JPY,1880,41356,1.00,4.55%,41356,3.00,"1,000.00",< 10 %,21.11%,26.99%,73.01%,0.00%
2025-11-30,NEW［不動産］リースバック,34,431,7.89%,JPY,2254,76625,1.00,2.94%,76625,1.00,"1,000.00",< 10 %,24.16%,30.51%,69.49%,0.00%
2025-12-01,NEW［不動産］リースバック,13,234,5.56%,JPY,2139,27802,0.00,0.00%,0,0.00,0.00,< 10 %,17.52%,23.58%,42.05%,34.37%
2025-12-02,NEW［不動産］リースバック,12,246,4.88%,JPY,2522,30262,1.00,8.33%,30262,1.00,"1,000.00",< 10 %,13.94%,18.63%,53.14%,28.23%
2025-12-03,NEW［不動産］リースバック,13,202,6.44%,JPY,3068,39886,1.00,7.69%,39886,1.00,"1,000.00",< 10 %,12.54%,17.11%,58.95%,23.94%
2025-12-04,NEW［不動産］リースバック,12,285,4.21%,JPY,1203,14431,2.00,16.67%,7216,2.00,"2,000.00",< 10 %,16.16%,22.37%,71.86%,5.76%
2025-12-05,NEW［不動産］リースバック,10,318,3.14%,JPY,2266,22663,2.00,20.00%,11331,2.00,"2,000.00",< 10 %,15.36%,21.32%,78.68%,0.00%
2025-12-06,NEW［不動産］リースバック,13,294,4.42%,JPY,1759,22867,0.00,0.00%,0,0.00,0.00,< 10 %,16.96%,24.05%,75.95%,0.00%
2025-12-07,NEW［不動産］リースバック,17,200,8.50%,JPY,3516,59768,1.00,5.88%,59768,1.00,"1,000.00",< 10 %,11.78%,15.95%,44.59%,39.46%
2025-12-08,NEW［不動産］リースバック,12,244,4.92%,JPY,2675,32104,0.00,0.00%,0,0.00,0.00,< 10 %,13.13%,19.02%,65.18%,15.80%
2025-12-09,NEW［不動産］リースバック,11,230,4.78%,JPY,1494,16430,1.00,9.09%,16430,1.00,"1,000.00",< 10 %,14.60%,21.64%,76.01%,2.35%
2025-12-10,NEW［不動産］リースバック,14,322,4.35%,JPY,2021,28299,0.00,0.00%,0,0.00,0.00,< 10 %,14.57%,21.41%,78.59%,0.00%
2025-12-11,NEW［不動産］リースバック,15,252,5.95%,JPY,2791,41858,0.00,0.00%,0,0.00,0.00,< 10 %,18.53%,25.38%,51.43%,23.19%
2025-12-12,NEW［不動産］リースバック,8,173,4.62%,JPY,1564,12514,0.00,0.00%,0,0.00,0.00,< 10 %,18.87%,24.30%,63.99%,11.71%
2025-12-13,NEW［不動産］リースバック,8,159,5.03%,JPY,1561,12489,1.00,12.50%,12489,1.00,"1,000.00",< 10 %,13.75%,20.51%,79.49%,0.00%
2025-12-14,NEW［不動産］リースバック,7,153,4.58%,JPY,2544,17808,0.00,0.00%,0,1.00,0.00,< 10 %,12.23%,18.93%,81.07%,0.00%
2025-12-15,NEW［不動産］リースバック,6,169,3.55%,JPY,1973,11839,1.00,16.67%,11839,1.00,"1,000.00",< 10 %,11.73%,17.59%,82.41%,0.00%
2025-12-16,NEW［不動産］リースバック,12,204,5.88%,JPY,2065,24780,1.00,8.33%,24780,2.00,"1,000.00",< 10 %,15.65%,21.57%,65.97%,12.46%
2025-12-17,NEW［不動産］リースバック,9,199,4.52%,JPY,1050,9449,0.00,0.00%,0,0.00,0.00,< 10 %,16.23%,23.14%,76.86%,0.00%
2025-12-18,NEW［不動産］リースバック,18,360,5.00%,JPY,715,12876,0.00,0.00%,0,0.00,0.00,< 10 %,22.06%,29.81%,70.19%,0.00%
2025-12-19,NEW［不動産］リースバック,21,361,5.82%,JPY,1408,29576,0.00,0.00%,0,1.00,0.00,< 10 %,21.22%,32.24%,67.76%,0.00%
2025-12-20,NEW［不動産］リースバック,12,217,5.53%,JPY,1803,21637,1.00,8.33%,21637,2.00,"1,000.00",< 10 %,18.53%,25.50%,74.50%,0.00%
2025-12-21,NEW［不動産］リースバック,12,286,4.20%,JPY,1529,18344,0.00,0.00%,0,0.00,0.00,< 10 %,23.05%,31.86%,68.14%,0.00%
2025-12-22,NEW［不動産］リースバック,17,363,4.68%,JPY,2639,44866,0.00,0.00%,0,1.00,0.00,< 10 %,21.28%,30.94%,69.06%,0.00%
2025-12-23,NEW［不動産］リースバック,17,308,5.52%,JPY,1273,21641,2.00,11.76%,10821,2.00,"2,000.00",< 10 %,23.21%,33.62%,66.38%,0.00%
2025-12-24,NEW［不動産］リースバック,27,348,7.76%,JPY,1150,31058,0.00,0.00%,0,0.00,0.00,< 10 %,26.86%,38.23%,61.77%,0.00%
2025-12-25,NEW［不動産］リースバック,30,462,6.49%,JPY,1110,33300,1.00,3.33%,33300,1.00,"1,000.00",< 10 %,27.66%,39.84%,60.16%,0.00%
2025-12-26,NEW［不動産］リースバック,14,339,4.13%,JPY,1492,20891,1.00,7.14%,20891,1.00,"1,000.00",< 10 %,29.40%,38.29%,61.71%,0.00%
2025-12-27,NEW［不動産］リースバック,22,325,6.77%,JPY,1046,23011,2.00,9.09%,11505,2.00,"2,000.00",< 10 %,30.89%,41.02%,58.98%,0.00%
2025-12-28,NEW［不動産］リースバック,31,416,7.45%,JPY,1811,56154,3.00,9.68%,18718,3.00,"3,000.00",< 10 %,40.04%,48.49%,51.51%,0.00%
2025-12-29,NEW［不動産］リースバック,18,257,7.00%,JPY,2412,43413,0.00,0.00%,0,0.00,0.00,< 10 %,30.99%,37.92%,62.08%,0.00%
2025-12-30,NEW［不動産］リースバック,18,268,6.72%,JPY,3082,55480,3.00,16.67%,18493,3.00,"3,000.00",< 10 %,30.02%,38.74%,61.26%,0.00%
2025-12-31,NEW［不動産］リースバック,21,349,6.02%,JPY,1490,31298,0.00,0.00%,0,0.00,0.00,< 10 %,39.80%,49.14%,50.86%,0.00%
2026-01-01,NEW［不動産］リースバック,25,339,7.37%,JPY,2046,51146,1.00,4.00%,51146,1.00,"1,000.00",< 10 %,41.27%,50.38%,49.62%,0.00%
2026-01-02,NEW［不動産］リースバック,22,269,8.18%,JPY,2501,55018,2.00,9.09%,27509,2.00,"2,000.00",< 10 %,30.53%,40.46%,47.07%,12.47%
2026-01-03,NEW［不動産］リースバック,25,293,8.53%,JPY,2837,70917,1.00,4.00%,70917,1.00,"1,000.00",< 10 %,23.80%,31.53%,49.52%,18.96%
2026-01-04,NEW［不動産］リースバック,19,185,10.27%,JPY,2543,48317,1.00,5.26%,48317,2.00,"1,000.00",< 10 %,20.98%,25.61%,12.92%,61.47%
2026-01-05,NEW［不動産］リースバック,18,276,6.52%,JPY,1816,32691,0.00,0.00%,0,0.00,0.00,< 10 %,25.72%,31.83%,34.89%,33.28%
2026-01-06,NEW［不動産］リースバック,13,219,5.94%,JPY,2671,34725,0.00,0.00%,0,0.00,0.00,< 10 %,14.56%,21.00%,49.88%,29.13%
2026-01-07,NEW［不動産］リースバック,13,247,5.26%,JPY,1902,24723,1.00,7.69%,24723,1.00,"1,000.00",< 10 %,17.36%,26.75%,71.50%,1.75%
2026-01-08,NEW［不動産］リースバック,13,339,3.83%,JPY,1911,24837,0.00,0.00%,0,0.00,0.00,< 10 %,20.96%,28.33%,71.67%,0.00%
2026-01-09,NEW［不動産］リースバック,18,277,6.50%,JPY,1975,35545,1.00,5.56%,35545,1.00,"1,000.00",< 10 %,19.09%,25.64%,74.36%,0.00%
2026-01-10,NEW［不動産］リースバック,15,170,8.82%,JPY,2037,30555,1.00,6.67%,30555,1.00,"1,000.00",< 10 %,16.19%,22.62%,45.63%,31.75%
2026-01-11,NEW［不動産］リースバック,18,303,5.94%,JPY,979,17618,1.00,5.56%,17618,1.00,"1,000.00",< 10 %,22.06%,27.12%,72.88%,0.00%
2026-01-12,NEW［不動産］リースバック,13,313,4.15%,JPY,1750,22753,0.00,0.00%,0,0.00,0.00,< 10 %,23.80%,31.63%,68.37%,0.00%
2026-01-13,NEW［不動産］リースバック,22,365,6.03%,JPY,935,20571,1.00,4.55%,20571,1.00,"1,000.00",< 10 %,21.59%,28.55%,71.45%,0.00%
2026-01-14,NEW［不動産］リースバック,15,281,5.34%,JPY,1826,27385,1.00,6.67%,27385,1.00,"1,000.00",< 10 %,19.29%,25.76%,74.24%,0.00%
2026-01-15,NEW［不動産］リースバック,15,241,6.22%,JPY,2537,38053,0.00,0.00%,0,1.00,0.00,< 10 %,15.06%,20.24%,79.76%,0.00%
2026-01-16,NEW［不動産］リースバック,21,317,6.62%,JPY,1311,27531,0.00,0.00%,0,1.00,0.00,< 10 %,14.46%,20.31%,79.69%,0.00%
2026-01-17,NEW［不動産］リースバック,27,310,8.71%,JPY,1158,31258,0.00,0.00%,0,0.00,0.00,< 10 %,20.22%,25.54%,74.46%,0.00%
2026-01-18,NEW［不動産］リースバック,26,313,8.31%,JPY,1442,37483,0.00,0.00%,0,0.00,0.00,< 10 %,15.17%,20.83%,79.17%,0.00%
2026-01-19,NEW［不動産］リースバック,30,405,7.41%,JPY,2010,60290,1.00,3.33%,60290,1.00,"1,000.00",< 10 %,16.83%,22.36%,77.64%,0.00%
2026-01-20,NEW［不動産］リースバック,16,169,9.47%,JPY,2268,36292,1.00,6.25%,36292,1.00,"1,000.00",< 10 %,11.28%,14.22%,44.06%,41.71%
2026-01-21,NEW［不動産］リースバック,18,261,6.90%,JPY,1913,34440,1.00,5.56%,34440,1.00,"1,000.00",< 10 %,12.68%,17.42%,73.09%,9.48%
2026-01-22,NEW［不動産］リースバック,16,352,4.55%,JPY,1965,31439,0.00,0.00%,0,0.00,0.00,< 10 %,17.58%,21.18%,78.82%,0.00%
2026-01-23,NEW［不動産］リースバック,10,256,3.91%,JPY,3284,32841,1.00,10.00%,32841,1.00,"1,000.00",< 10 %,13.13%,17.94%,59.22%,22.85%
2026-01-24,NEW［不動産］リースバック,11,231,4.76%,JPY,1447,15913,0.00,0.00%,0,0.00,0.00,< 10 %,16.79%,23.18%,70.55%,6.27%
2026-01-25,NEW［不動産］リースバック,16,247,6.48%,JPY,1618,25890,0.00,0.00%,0,0.00,0.00,< 10 %,16.12%,20.38%,58.60%,21.02%
2026-01-26,NEW［不動産］リースバック,10,303,3.30%,JPY,1900,19000,1.00,10.00%,19000,2.00,"1,000.00",< 10 %,14.61%,20.87%,79.13%,0.00%
2026-01-27,NEW［不動産］リースバック,20,242,8.26%,JPY,3996,79910,0.00,0.00%,0,0.00,0.00,< 10 %,12.93%,19.31%,66.94%,13.74%
2026-01-28,NEW［不動産］リースバック,33,366,9.02%,JPY,1820,60047,1.00,3.03%,60047,1.00,"1,000.00",< 10 %,25.09%,29.42%,70.58%,0.00%
2026-01-29,NEW［不動産］リースバック,14,316,4.43%,JPY,1745,24435,1.00,7.14%,24435,1.00,"1,000.00",< 10 %,16.59%,21.76%,56.77%,21.48%
2026-01-29,NEW［不動産］リースバック｜2026,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2026-01-30,NEW［不動産］リースバック｜2026,15,267,5.62%,JPY,1321,19821,0.00,0.00%,0,0.00,0.00,< 10 %,36.65%,41.89%,58.11%,0.00%
2026-01-31,NEW［不動産］リースバック｜2026,21,207,10.14%,JPY,1077,22616,0.00,0.00%,0,0.00,0.00,< 10 %,24.88%,30.73%,69.27%,0.00%
2026-02-01,NEW［不動産］リースバック｜2026,22,210,10.48%,JPY,1536,33799,1.00,4.55%,33799,3.00,"1,000.00",< 10 %,16.61%,20.36%,67.10%,12.54%
2026-02-02,NEW［不動産］リースバック｜2026,33,365,9.04%,JPY,1236,40792,1.00,3.03%,40792,1.00,"1,000.00",< 10 %,17.94%,22.45%,77.55%,0.00%
2026-02-03,NEW［不動産］リースバック｜2026,29,401,7.23%,JPY,891,25853,1.00,3.45%,25853,1.00,"1,000.00",< 10 %,19.06%,22.70%,77.30%,0.00%
2026-02-04,NEW［不動産］リースバック｜2026,27,346,7.80%,JPY,1261,34044,1.00,3.70%,34044,1.00,"1,000.00",< 10 %,15.81%,19.17%,80.83%,0.00%
2026-02-05,NEW［不動産］リースバック｜2026,10,177,5.65%,JPY,1569,15687,0.00,0.00%,0,0.00,0.00,< 10 %,13.27%,18.58%,81.42%,0.00%
2026-02-06,NEW［不動産］リースバック｜2026,19,247,7.69%,JPY,1573,29883,0.00,0.00%,0,0.00,0.00,< 10 %,24.00%,27.62%,72.38%,0.00%
2026-02-07,NEW［不動産］リースバック｜2026,8,125,6.40%,JPY,558,4463,0.00,0.00%,0,0.00,0.00,< 10 %,29.44%,34.10%,65.90%,0.00%
2026-02-08,NEW［不動産］リースバック｜2026,8,88,9.09%,JPY,2045,16360,0.00,0.00%,0,0.00,0.00,< 10 %,26.16%,32.37%,67.63%,0.00%
2026-02-09,NEW［不動産］リースバック｜2026,9,83,10.84%,JPY,1470,13233,0.00,0.00%,0,0.00,0.00,< 10 %,26.51%,30.72%,69.28%,0.00%
2026-02-10,NEW［不動産］リースバック｜2026,21,184,11.41%,JPY,979,20560,1.00,4.76%,20560,1.00,"1,000.00",< 10 %,27.73%,31.99%,68.01%,0.00%
2026-02-11,NEW［不動産］リースバック｜2026,45,296,15.20%,JPY,1336,60125,1.00,2.22%,60125,1.00,"1,000.00",< 10 %,38.22%,43.31%,56.69%,0.00%
2026-02-12,NEW［不動産］リースバック｜2026,53,656,8.08%,JPY,1780,94351,0.00,0.00%,0,0.00,0.00,< 10 %,21.03%,25.03%,74.97%,0.00%
2026-02-13,NEW［不動産］リースバック｜2026,50,698,7.16%,JPY,876,43797,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,10.57%,89.43%,0.00%
2026-02-14,NEW［不動産］リースバック｜2026,12,154,7.79%,JPY,1537,18450,0.00,0.00%,0,0.00,0.00,< 10 %,28.22%,34.49%,65.51%,0.00%
2026-02-15,NEW［不動産］リースバック｜2026,14,147,9.52%,JPY,2931,41038,1.00,7.14%,41038,1.00,"1,000.00",< 10 %,37.65%,43.32%,28.34%,28.34%
2026-02-16,NEW［不動産］リースバック｜2026,16,140,11.43%,JPY,2640,42238,0.00,0.00%,0,0.00,0.00,< 10 %,30.23%,33.65%,12.50%,53.85%
2026-02-17,NEW［不動産］リースバック｜2026,12,172,6.98%,JPY,2628,31534,0.00,0.00%,0,0.00,0.00,< 10 %,28.40%,32.93%,25.91%,41.16%
2026-02-18,NEW［不動産］リースバック｜2026,11,126,8.73%,JPY,2658,29234,1.00,9.09%,29234,1.00,"1,000.00",33.00%,59.00%,67.00%,33.00%,0.00%
